Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Mouse brain 4 months vs 22 months GDS1311 aging:67,44/205,0.1321203884296882,0.2624057714645197,0,0,1.229851632354743,2.489271036032888,RPL5;NCKAP1;ANAPC13;NDUFB9;NDUFA13;NDUFB11;RPLP1;PDCD5;DCTN3;COX5B;COX5A;RPS15;CHCHD2;RPS19;SUMO1;RPS18;STMN1;ENC1;EMC2;CFL1;SUMO2;RPL35;RPLP2;RPL13;NDUFA7;NDUFA6;NDUFA5;NDUFA3;PDAP1;RPL23A;DYNLL2;HIGD2A;RPS26;RPS28;TUBB2A;VGF;NDUFS5;RPL37A;CYCS;ERH;NAA38;RPL28;RPS21;STX1A,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:373,57/273,0.1428461882154374,0.28175179192838,0,0,1.1877943545888332,2.3114321761084518,DIDO1;CLIC4;ECI1;USP34;IFIT1;ARHGAP5;ELAVL1;ICAM1;HERPUD1;ACTG1;THBD;TUBB3;HNF4A;SMPD1;KIF5B;A4GALT;SLC39A4;PGM1;SEC63;KLF10;GABARAPL1;RANGAP1;YWHAZ;SAP30;IMPACT;TUBB2A;LACTB2;HNRNPH1;CKS2;ADAM9;CLOCK;SQSTM1;TSPYL4;SEC23A;RBM8A;EPAS1;GSTP1;NEDD4L;ARNTL;TGOLN2;RASD1;HMOX1;EDEM3;EGR1;ODF2;DENND4C;NEK7;HIPK3;GDAP2;CS;ZZZ3;ID1;ID3;SERINC1;HSPA1B;HSPA1A;NFE2L2,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:365,47/222,0.1448998111802021,0.2835352792494553,0,0,1.2085714285714286,2.334612817022029,FOXA1;CEBPA;CEBPB;OAT;PFKFB3;ALAS1;ARL6IP1;CBFB;CEBPD;PIGN;TUFT1;ONECUT1;MCM10;PIK3R1;GLI1;CENPA;HSD17B10;SMC2;HERPUD1;AP3M1;MYC;RRS1;PIM3;E2F3;ACADS;SLC39A4;MAP3K5;E2F8;KLF10;MBD4;XBP1;NUDC;MBD1;BNIP3;USP2;MIF;GADD45G;SLC5A6;CLIP2;GALE;MAFB;NHP2;PIN1;KDELR3;DNASE1L2;HSPA1B;FOXA2,Aging_Perturbations_from_GEO_down
Rat femur 28 weeks vs 54 weeks GDS509 aging:271,46/217,0.1457331680058389,0.2835352792494553,0,0,1.210488922705243,2.3313749687663035,NDUFB9;NDUFB10;TECR;AK1;HSPB2;FHL2;AKR1B1;HSPB1;ATP1A2;COX5B;OAZ1;COX5A;BAG6;PSMB4;UBB;HSF1;UBC;FLNC;CYC1;HRAS;PGM1;NDUFA9;NDUFA6;MDH1;UBE2B;NDUFA5;MDH2;CACNA2D1;CNBP;NDUFA3;IDH2;G0S2;TUFM;HADHA;PTP4A2;COX7A2L;NDUFS8;NDUFS7;NDUFAB1;ALDH1A1;TXNIP;CYCS;SERINC1;FAU;ALDOA;SLC25A11,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:285,53/253,0.1467359962050109,0.2835573980718454,0,0,1.1926476323119777,2.288834223510809,RYR1;CDKN1C;NDUFA13;MRPS16;TFRC;NDUFA11;RPLP1;HSPB1;COX6A1;ACTB;PPP3CB;TUBA1B;TMEM223;DBP;SNRPD2;RPS19;RPL18A;RPL35;RPS5;AIP;TALDO1;HSPG2;NDUFS7;NDUFS6;CLIP4;ALDOA;PHPT1;ANAPC13;CEBPB;RPL12;AK1;ATP1A2;PIK3R1;UQCR10;CENPB;TTN;PSMB4;POLR2F;FLNC;CYC1;POLR2L;NDUFA7;MDH2;AGL;GOT2;KLHL21;G0S2;PDAP1;KLF2;BCL6;TOMM7;ACO2;EIF4G1,Aging_Perturbations_from_GEO_down
Mouse neuroretinas 7 weeks vs 64 weeks GSE38671 aging:211,64/311,0.1551892168447016,0.2973630439222275,0,0,1.1663176898982257,2.172978329369904,RPL31;CLTA;SMC3;BMI1;RPS15;MRPL41;TUBA1B;SNRPD2;RPL18A;RPS18;STMN1;MFSD1;TMSB10;APPL2;CCT3;BNIP3L;HSBP1;ELMOD2;RPS5;MIF;REXO2;LZTFL1;TMEFF1;HADHA;RNF169;POLR1D;PHPT1;SLC25A5;RPL28;EIF1B;ANAPC13;MAX;RPL12;LIN7A;CCNDBP1;PSMA7;MYL12B;PSMB6;MAT2A;PSMB3;CHN1;RHO;RPL13;BNIP2;NUP88;BRD7;POLR2J;CDR2;RPL19;FDPS;SURF2;MDH2;RPL23A;UCKL1;HIGD2A;SLC4A7;COPS6;ZZZ3;MC1R;NDUFAF5;EIF3G;UBA1;TAB2;SPC25,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 40 years vs 61 years GSE62373 aging:160,73/358,0.1568598702832128,0.2973630439222275,0,0,1.1531338149294803,2.1360678672339173,TOP2A;CLIC4;GMFB;NAB1;CCP110;XYLT1;JMJD1C;TTF2;IKZF3;SLC2A6;MILR1;ZMIZ1;BASP1;FTH1;TNFAIP8L1;OLR1;ITGAV;SEC62;TMED7;CTSD;SCYL2;IER3;MEF2A;DDX17;ZYG11B;BNIP3L;CERS6;DAPK1;IFNGR1;HSBP1;ZNF281;SPHK1;IFNGR2;FOS;GPCPD1;RAD23B;LZTFL1;ASPM;PALLD;FSCN1;ATF5;TKT;CEBPB;TTYH3;NOTCH1;FGL2;NR2C2;UBE2J1;HLA-DMA;BTAF1;SNX25;UCP2;NRIP1;HMOX1;NLRP3;ABCA1;LYN;EGR1;NDFIP1;SEC24A;GALNT4;CCZ1B;SLC35E4;CMTM6;PBX3;ADAP1;DAB2;EHD4;BCL6;TAOK1;CENPK;RBAK;SLC25A36,Aging_Perturbations_from_GEO_down
Mouse hippocampus 4 months vs 14 months GSE48911 aging:382,26/117,0.1569993693435536,0.2973630439222275,0,0,1.2848848690706585,2.3789816689032324,ATP6V1A;YWHAE;NCKAP1;NDUFA13;COX6A1;ACTB;ACTG1;NRGN;CHCHD2;TUBA1B;BASP1;FTH1;ENC1;MBP;NCDN;RPS2;EGR1;JUND;RPL23A;EEF1A1;RPS28;TUBB2A;CTXN1;ATP6V0C;PTMA;PFN2,Aging_Perturbations_from_GEO_down
Human CD4+Tlymphocytes 25 years vs 64 years GSE62374 aging:130,73/359,0.1631398800097646,0.3069605637025834,0,0,1.1490303813833225,2.083361318242985,CHIC2;PLEKHF1;TFRC;CCNH;FKBP14;HSPB1;AHR;ICAM1;MT2A;ZMIZ1;BASP1;ARIH1;JUNB;IER5;SRGN;DUSP2;HSP90AA1;CHST7;FOS;VPS37B;MED26;TUBB2A;RPL7L1;IRF1;NINJ1;DMC1;CKS2;FSCN1;ERF;ATP6V0D1;ATF5;DAGLB;TTYH3;TSSC4;CEBPD;MRPL18;FGL2;TXN;ZC3HAV1;DEDD2;FBXL20;SERTAD1;UBB;BAG3;LMNA;TRA2A;HMOX1;NLRP3;EMC8;HES4;ABCA1;EGR1;CFAP74;JUN;CCZ1B;GPKOW;FEM1A;BCL11A;ISG15;EIF2AK4;ELL2;NFKB1;GADD45G;BATF;DHFR;DAB2;MAFB;GOLGB1;TBXAS1;FOSB;HSPA1B;ZNF652;HSPA1A,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 40 years vs 52 years GSE62373 aging:158,64/313,0.1687645692642543,0.3154684105201094,0,0,1.1568060450800126,2.058247868966881,BMPR2;RBM26;ITGAM;TPMT;FKBP14;WWC1;KIF11;MAGT1;JADE2;TXNDC17;ZMIZ1;BASP1;OLR1;ITGAV;RRP12;SEC62;TMED7;CTSD;PELP1;SLC30A9;CERS6;DAPK1;IFNGR1;IFNGR2;RFX2;NME4;FOS;GPCPD1;RAD23B;LZTFL1;ASPM;BIN3;ALS2;DNAJC30;GNB1L;TOR4A;CEBPA;CEBPD;MGRN1;NR2C2;MYL12A;USP19;PPP1R2;ERLEC1;HLA-DMA;FCHO1;INPP5E;UCP2;HMOX1;IGFBP7;POLR2J;ABCA1;EGR1;MOAP1;ZFHX3;MTX3;ARID3A;AHI1;TSPAN14;TBXAS1;HLA-DPB1;PRPF31;TECPR1;TRMT61B,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:282,61/299,0.1802912768015141,0.3319064088005039,0,0,1.153361344537815,1.975917354632574,CLIC4;AHCYL1;ALAS1;ARL6IP1;ZFAND3;ECI1;ACTB;ETS2;HERPUD1;GJA1;ACTR1A;TUBA1B;LAPTM4A;PSMD4;SCP2;PDIA3;BCKDHA;LYPLA2;FBXW5;ACOT11;ATAD3A;TUFM;EEF1A1;PTP4A1;UQCRC1;TXNIP;GINM1;TKT;SLC25A5;CEBPB;ECHS1;OAT;RPN2;WBP2;MGRN1;ATP1A2;AGPAT2;MRPL10;C3;UBB;PRKAR2B;CTNNA1;EIF4H;CAMTA2;CYC1;ACSS1;NDUFV1;CCT4;NDUFA9;CD164;XBP1;PDHA1;SORT1;IDH3G;GOT2;IDH2;CS;ALDH4A1;PFKL;GNB1;ACO2,Aging_Perturbations_from_GEO_down
Rat femur 8 weeks vs 54 weeks GDS509 aging:265,44/211,0.1808817081068638,0.3319064088005039,0,0,1.185226102393712,2.0266323443719645,TOP2A;NDUFB9;BTG1;NDUFB10;CBFB;CTBP1;AK1;HMGB2;COX5B;METRNL;GATA1;COX5A;STK10;TUBA1B;PTTG1;UBB;STMN1;UCP2;SPP1;COL10A1;CYC1;COX8A;MPST;BNIP3L;RPS9;PCYT2;TGFB1;GPX1;MDH1;PLK1;TUFM;HADHA;DDX39A;NDUFS8;NDUFS7;HNRNPF;HMBS;ID3;CYCS;FAU;ALDOA;TP53;RPS21;ATP6V0C,Aging_Perturbations_from_GEO_down
Mouse cochlea 4 weeks vs 45 weeks GSE35234 aging:161,55/268,0.1817247578079054,0.3319064088005039,0,0,1.161827897896483,1.9812210302939333,LPGAT1;ALAS1;TRRAP;SLC2A3;WASL;ACTB;MECP2;MED12;DBP;SIN3A;KIF21A;SUN2;APAF1;TAP2;SCAMP1;YWHAZ;HCFC1;MMP12;TXNIP;RIN3;NHLRC2;CD47;STX12;POM121;TBCEL;NOTCH1;RPN2;KMT2A;PON1;FGL2;ZDHHC21;ATP1A2;C3;UGCG;SH3BP2;FCHO2;CAMTA2;ACSS1;PPARGC1B;CD164;PTPN1;ZFHX3;SETD1B;IGIP;LAPTM5;MYO9B;ARID3A;EHD1;TAOK1;MAFG;BHLHE40;RLIM;TAB2;PI16;OGT,Aging_Perturbations_from_GEO_down
Rat liver 11 months vs 18 months GSE11097 aging:199,64/315,0.1830101770871551,0.3319064088005039,0,0,1.147445980258903,1.9486082716248656,BTG1;TECR;ACTB;CHCHD2;RPS19;LONP2;HMGN2;GAMT;COX8A;SREBF1;HSP90AA1;GPX1;ENTPD5;DCXR;MIF;REXO2;TUBB2A;DDAH1;NDUFS7;PPP1R3B;ETHE1;CHDH;FDX1;TCP1;ALDH1A1;UQCRC1;CMPK1;TKT;PON3;NDUFB9;ECHS1;OAT;AHCY;INSIG2;PON1;UQCR10;RBFA;AGPAT2;HSD17B10;UGP2;PGK1;HACL1;CYC1;DECR2;ATP6V1D;RPL19;MPST;CD164;GCKR;MDH1;CNBP;OSGIN1;G0S2;CHCHD10;ALDH4A1;QDPR;GRHPR;CCS;FASN;APOC1;RPS21;NIT2;FOXA2;NFE2L2,Aging_Perturbations_from_GEO_down
Mouse liver 5 months vs 24 months GSE25325 aging:290,59/289,0.1833608831834951,0.3319064088005039,0,0,1.1542762519409937,1.957997685138393,COL18A1;NDUFA13;ALAS1;ECI1;COX6A1;HERPUD1;DBP;LONP2;PIM3;HGFAC;GAMT;BCKDHA;LYPLA2;DCXR;TALDO1;EDF1;MIF;RANGAP1;TUFM;NDUFS7;UQCRC1;PGP;SLC25A5;CEBPB;AHCY;RPN2;SDC4;WBP2;GSTP1;MRPS34;COX5B;COX5A;AGPAT2;EGFR;C2;C3;SLC9A3R1;ASL;RPS2;CYC1;RABAC1;SLC38A3;NDUFV1;HSD3B7;NDFIP1;F12;RARRES1;GOT2;CHCHD10;PDAP1;GADD45G;GRHPR;CCS;PROC;NDUFAB1;APOC1;EIF3G;REEP6;EIF4G1,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:283,56/274,0.1880870203593977,0.338320049199923,0,0,1.155784266835131,1.9311427767593123,CDKN1C;NRP1;CLIC4;NDUFA13;ALAS1;TFRC;HSPB1;ECSIT;ACTB;ETS2;TUBA1B;RPL18A;FAM53A;B2M;HSPG2;EEF1A1;COL6A1;SLC25A5;VPS28;COPB2;CEBPB;OAT;RPN2;AK1;SDR39U1;ATP1A2;COX5A;C2;C3;UBB;BAG3;GPC1;EIF4H;CAMTA2;IGFBP7;CCT4;MCL1;NDUFA9;EGR1;CD164;PDHA1;SORT1;SMOX;IDH3G;GOT2;IDH2;G0S2;GADD45G;CS;ALDH4A1;PFKL;BCL6;BHLHE40;APOC1;UBAP2;ACO2,Aging_Perturbations_from_GEO_down
Rat diaphysealfemoralcallus 26 weeks vs 52 weeks GDS1995 aging:117,33/156,0.1957545185208736,0.3499112018560616,0,0,1.2064995608404838,1.967672727383955,CD63;PTPRS;NDUFB10;RPL31;RPL8;COX5B;COX5A;PSMB4;LGALS1;RPL18A;UBB;RPS18;LMNA;PMEPA1;FYN;CYC1;RPS2;TMSB10;CCT3;NDUFA9;MDH1;RPS5;NDUFA3;CYBA;RABGGTB;EEF1A1;RPS26;RCN3;PTP4A2;MYH3;NDUFS7;SERINC1;VIM,Aging_Perturbations_from_GEO_down
Mouse liver 4 months vs 22 months GSE3150 aging:325,55/270,0.1978550955677155,0.351469300201035,0,0,1.1508776023437297,1.8646753194803092,NDUFA13;ECI1;RPLP1;ETFB;COX6A1;ACTB;TUBA1B;MAP1LC3A;TMEM147;SCP2;FTH1;RPLP2;GAMT;GPX1;FOS;REXO2;PTP4A2;CDC34;TUBB2A;NDUFS8;NDUFS7;FDX1;ALDH1A1;FKBP8;TKT;MGLL;ABCG2;NDUFB9;CEBPA;AHCY;NDUFB10;NDUFB11;GSTP1;PON1;COX5B;COX5A;HSD17B10;PSMB6;UBC;RPL13;CYC1;DECR2;SLC25A22;RPL19;EGR1;RARRES1;CIDEB;G0S2;CHCHD10;RPL23A;RPS28;UCK1;SLC25A39;ID3;REEP6,Aging_Perturbations_from_GEO_down
Mouse hypothalamus 42 days vs 182 days GDS3895 aging:108,44/213,0.1990979373284415,0.351493889357619,0,0,1.1710550761141738,1.8900342096803044,TMEM151A;GPSM1;SPON1;AARS2;CHPF;CNP;GPAA1;PDXP;ZDHHC7;ANKRD9;LFNG;SAMD14;UBE2Q2;GPC1;GNA12;FLOT1;RAC3;FAM43B;NPTX2;ACSS1;GAMT;MARCKSL1;SEMA4C;ANO8;CKAP2;GPX8;DOHH;VPS37B;ADAP1;LSS;CLDN11;TSPAN14;GAL;TBC1D20;MMP15;RNF207;MVD;TTLL12;LAMTOR1;ATP6V0C;STX1A;LLGL1;TECPR1;MXD4,Aging_Perturbations_from_GEO_down
Mouse hippocampus 9 months vs 14 months GSE48911 aging:384,23/106,0.2075468643597149,0.3641619828642851,0,0,1.245763163149837,1.9588356463291936,APP;NCKAP1;NDUFA13;RPLP1;RPL23A;COX6A1;COX5B;ACTB;ACTG1;RPS15;EEF1A1;RPS26;RPS28;TUBA1B;BASP1;FTH1;ENC1;RPL37A;RPL13;MBP;RPS2;ALDOA;PFN2,Aging_Perturbations_from_GEO_down
Mouse kidney 6 months vs 14 months GSE15129 aging:319,63/316,0.2317877766240949,0.4042152689907997,0,0,1.1201360213747875,1.6375639058655471,NDUFA13;GHITM;RPL8;COX6A1;ACTG1;LAPTM4A;CHCHD2;DBP;SCP2;PTER;FTH1;SLC22A18;LAMP2;MFSD1;ACADS;COX8A;PDIA3;BCKDHA;CBR1;GABARAPL1;GPX1;DCXR;CYBA;MLF2;NDUFS7;LACTB2;ETHE1;PCCB;UQCRC1;CKS2;SLC25A10;LAP3;TKT;SLC25A5;SLC25A11;ABCG2;ATP6V1A;NDUFB9;ECHS1;OAT;MRPS34;UQCR10;MRPL12;ZMPSTE24;UGP2;PGK1;ASL;HACL1;CYC1;POLR2M;PDHA1;MDH1;ASCC1;CIDEB;GNG12;DHRS4;HIGD2A;ALDH4A1;QDPR;MSRA;GRHPR;DAB2;CTNNB1,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:278,54/269,0.2345530937820447,0.4065586958888775,0,0,1.129637717314533,1.638057497076855,CLIC4;NDUFA13;BTG1;ALAS1;ECI1;ETFB;PPP1R18;ACTB;HERPUD1;RPL18A;TMEM43;FTH1;ARHGDIB;SUMO2;COTL1;TMSB10;LYPLA2;GPX1;TAP2;GPX8;PTP4A1;NDUFS7;LCK;DGKQ;GINM1;ALDOA;GGNBP2;RPL12;COX5A;CORO1A;AGPAT2;CENPB;HSP90B1;C3;CCL5;IGFBP7;CEPT1;EMC6;ACSS1;MCL1;CD164;FAM78A;IDH2;LAPTM5;CHCHD10;KLF2;GADD45G;CS;BCL6;SERINC1;ACO2;PI16;RPS21;CLEC2D,Aging_Perturbations_from_GEO_down
Human skeletal muscle 19 years vs 65 years GDS4858 aging:11,74/375,0.2393265719509446,0.4123337323974106,0,0,1.1060023141317492,1.581501741429824,YWHAE;CLIC4;WDSUB1;TFRC;NCF2;ROGDI;PPP1R18;PANX1;MRPL4;HINT3;BASP1;UBE2Q2;HCFC1R1;MFSD1;IER2;GTF2I;PHLDA3;TPD52;CBR1;TNFRSF12A;FN3KRP;TET1;BTN3A3;ACYP2;MIF;FOS;GPCPD1;HSPG2;AR;KCTD9;DDX39A;DOK7;AKT1S1;ORAI1;LCP1;SHANK3;RNF166;IRF9;SF3B4;WBP2;FGL2;CEBPG;NTN4;FHIT;COMMD8;SH3BGRL;BTAF1;UBR7;RPS6KC1;CARNS1;ST8SIA5;CD74;NDFIP1;GSTM1;MYPOP;TRIM41;ZNF580;EIF2AK3;VEGFB;CHCHD10;ISG15;GADD45G;UCKL1;FKBP1A;MSRA;RNF149;UBE2S;ABHD17A;INAFM1;NFIC;CARM1;ID1;CALM3;SMAP1,Aging_Perturbations_from_GEO_down
Mouse neocortex 5 months vs 30 months GSE11291 aging:204,64/323,0.2463247780319551,0.4218496198631088,0,0,1.111451290831006,1.557259269397735,RYR1;TFRC;ACTB;NRGN;PPP1CB;MAP1LC3A;UBL3;TMEM147;SNRPD2;BASP1;FASTK;ENC1;SCN1B;UBALD2;ACTN4;GPCPD1;SYN1;MLF2;MAF;VGF;NDUFS6;MAP7D1;TXNIP;PFN1;KCTD17;CTXN1;SQSTM1;SLC25A11;STX1A;PFN2;PLEC;RTN3;CEBPB;PFKFB3;CBFB;TWF2;RTN4;PPP3R1;MAT2A;GPC1;UBC;PGK1;APBB1;RABAC1;RAB6A;SPTBN2;STAT5B;EGR1;XBP1;UBE2B;HSPA5;SMOX;IDH3G;AGL;CNBP;VEGFB;HIPK3;PPP1CA;PDP1;DRAP1;BCL6;PIN1;CALM1;EIF4G1,Aging_Perturbations_from_GEO_down
Mouse neocortex 5 months vs 30 months GSE13120 aging:334,56/281,0.2480808395550801,0.4223280959092435,0,0,1.1193408295387666,1.5603618103511263,APP;PTPRN;RPLP1;TECR;ARPC5L;RCBTB1;LSM10;PTBP1;CHCHD2;TFG;SLC22A17;TBC1D32;BASP1;SUMO2;FLOT1;RAC3;KIFAP3;JUNB;TMEM14A;DDX17;COX8A;GABARAPL1;FOS;YWHAZ;ASPHD1;NDUFS5;DOK7;ERH;SNRPC;CTXN1;ATP6V0C;STX1A;TSPYL4;SF3B4;ATP6V1A;NDUFB9;DCTN3;CEND1;OAZ1;SNX3;MAT2A;ATOH8;EMC4;RPS2;RABAC1;RHBDL1;EGR1;NDUFA7;NDFIP1;MTX1;SLC50A1;NLE1;CFAP36;CYCS;FBXL5;SAE1,Aging_Perturbations_from_GEO_down
Rat liver 4 months vs 24 months GSE11097 aging:193,54/271,0.2530663652794276,0.4282661566267237,0,0,1.1190876372120138,1.5377422517402208,ALAS1;HSPB1;THUMPD1;CROT;AKR7A2;FTH1;DBT;ENPP2;FBXO3;LONP2;GNPNAT1;GLUL;GABARAPL1;DCXR;APOA1;EEF1A1;PTP4A1;LOX;LACTB2;ETHE1;FDX1;ALDH1A1;TXNIP;ALDOA;PTMA;ACOT4;GRAMD1C;LRRC58;CD63;PON3;DDX5;OAT;AHCY;INSIG2;HSD17B10;TTN;UBC;PGK1;ASL;HACL1;NRBF2;DECR2;HSD3B7;XBP1;GSTM1;RARRES1;IDH2;OSGIN1;CHCHD10;SULT1B1;APOC1;CIAPIN1;ACO2;FERMT2,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 61 years GSE62373 aging:174,71/363,0.2709566523028688,0.4558447209330616,0,0,1.093565440488426,1.4279738432384768,WDSUB1;CCP110;XYLT1;MRPL36;SMG8;DCAF7;TXNDC17;PYCARD;UBASH3B;TNFAIP8L1;NUSAP1;MFSD1;SEC62;SLC35A5;DDX17;GOLPH3L;AHSA1;ZFX;IL17RA;MRPL52;TMEM254;ZC2HC1A;MTHFD1;LACTB2;KIFC1;TMX1;XRN2;GPR160;ALDH1A1;TMEM106B;ARHGEF2;CD47;C5ORF51;RPL28;IFNAR1;COPB2;STXBP3;MRPL18;CCDC146;FGL2;MTMR9;LY96;TYMS;MYL12A;CCNB2;RXRA;CDC45;E2F2;PIP5K1C;ATG7;ATP6V1D;SAC3D1;ABCA1;STAT5A;LYN;GSTM1;SEC24A;CCZ1B;KIDINS220;NDUFA3;M6PR;NOC3L;FIG4;UBLCP1;TAOK1;CENPK;NCAPD2;CIAPIN1;CDK13;TAF4;RPS21,Aging_Perturbations_from_GEO_down
Mouse bone marrow adipocyte 6 months vs 14 months GSE25905 aging:294,43/215,0.2726560032438175,0.4560211516241626,0,0,1.1239583333333334,1.4606336901644514,CDCA3;RASL11B;EPAS1;PDCD5;CDCA8;RAD51AP1;CCNB2;PSMB4;PODXL;KDR;RBPMS2;SPP1;IGFBP7;ARSB;BRD4;MPST;MTX2;UBE2C;CKAP2;GPX8;NETO2;PARVB;OSMR;CDC42BPA;TJP1;AR;IL6;DAB2;LOX;COL6A1;PDE3A;CKS2;CENPL;CDK1;BIRC5;TEK;CDK13;LAMTOR4;PRR11;ZFPM1;HSPA1B;F2RL2;ABCG2,Aging_Perturbations_from_GEO_down
Rat femur 7 weeks vs 53 weeks GDS509 aging:264,42/211,0.2868264446698922,0.4761190574697402,0,0,1.1172044583276506,1.3952520343661148,ATP6V1A;NDUFB9;BTG1;TFRC;NDUFB10;CBFB;AK1;ATP1A2;SPINT2;COX5B;GNS;COX5A;UBB;SPP1;COL10A1;CYC1;B2M;ATP6V1D;ARSB;PGM1;COX8A;GPX1;MDH1;NDUFA5;MDH2;CACNA2D1;NDUFA3;IDH2;CYBA;HADHA;PTP4A2;COX7A2L;GAL;NDUFS7;NDUFAB1;ATP6V1B2;TXNIP;CYCS;ALDOA;SLC25A5;ATP6V0C;SLC25A11,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 52 years vs 81 years GSE62373 aging:183,71/365,0.288002087210717,0.4761190574697402,0,0,1.0859910033442268,1.3518280821266253,ZNF770;CLIC3;CERK;GPR65;XYLT1;TXNDC11;ARID4B;IKZF3;SMG8;RAB22A;ZMIZ1;MYC;TNFAIP8L1;PLEKHN1;PTGDS;SH3GL1;DDX17;CCT3;ARSA;CHST7;FBXW5;PDE4D;TFE3;HLA-C;RRAS2;VPS37D;ACTN4;PASK;CASD1;LRRC41;UHMK1;MED25;GORASP2;SHPK;PITPNM2;NBL1;RNF166;HS3ST3A1;CCDC186;PXN;ADRB2;NR2C2;PMF1;CDKN2AIP;HELZ2;UGCG;BAG3;CCL5;LMNA;DVL2;MBP;KDSR;LYAR;HES4;CREBBP;NDFIP1;GALNT4;CCZ1B;GPKOW;BNIP3;SLC10A3;IRF2BP1;ZBTB10;M6PR;IFI44;IRAK1BP1;CENPK;PI16;RBAK;SLC25A36;NFE2L2,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:277,63/324,0.3027583678428731,0.4960463796140988,0,0,1.0852629551146216,1.2966941634667346,BTG1;RPL31;RPLP1;NRM;PPP1R18;ACTB;ICAM1;RPS15;RPS19;RPL18A;SEC61G;ARHGDIB;RAC2;COTL1;RPL35;RPLP2;TMSB10;TPD52;PDIA3;LYPLA2;RPS9;RPS5;CYBA;MIF;SIRT7;YWHAZ;APRT;EEF1A1;COX7A2L;MMP14;LCK;IRF2;FSCN1;RPL29;PFN1;RPL28;VPS28;SMARCD2;RPL12;CORO1A;HSP90B1;C3;UGCG;CCL5;RPS2;RPL18;ACSS1;SNX8;RPL19;MCL1;CD74;FAM78A;LAPTM5;CHCHD10;LSM4;PSMB8;KLF2;RPS26;BCL6;SERINC3;RPS21;CLEC2D;RNF187,Aging_Perturbations_from_GEO_down
Rat femur 6 weeks vs 26 weeks GDS509 aging:257,47/239,0.3039607770293737,0.4960463796140988,0,0,1.1004052535224322,1.3104248685481996,ATP6V1A;ITGB1;RPL5;CD63;TFRC;RPL31;RPL8;GNS;CORO1A;ACTB;DCAF6;MAP1LC3B;TUBA1B;MAP1LC3A;RPL18A;RPS18;FTH1;CFL1;SPP1;PGK1;HMOX1;B2M;TMSB10;ATP6V1D;SCN1B;ARSB;SRGN;EGR1;CD74;BNIP3L;PLA2G2A;PTOV1;FN1;CYBA;PNRC2;RPS26;EEF1A1;MMP14;INF2;GAL;MYH3;PRKAR1A;NEDD4;ATP6V1B2;ALDOA;RPL28;ATP6V0C,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:370,53/271,0.3052593105317531,0.4960463796140988,0,0,1.092953157343283,1.2968912927807643,FOXA1;TOP2B;CLIC4;BTG1;CALCOCO2;ECI1;MCM10;CTCF;ARHGAP5;NR3C1;ELK3;TUBB3;DBT;MEF2A;KLF10;WRNIP1;RCN1;TUBB2A;LACTB2;ETHE1;AKAP9;TXNIP;CLOCK;PTMA;LUC7L2;TMEM45A;LRRC58;TBCEL;TGFA;TRAK1;ARNTL;UGP2;ERBB3;GNA12;SHOC2;ECT2;E2F8;SMARCE1;HSD3B7;TGDS;BNIP3;G0S2;RANBP9;PA2G4;ELL2;GADD45G;MAFB;FOSB;FCGR2B;SMAP1;FERMT2;HSPA1B;FOXA2,Aging_Perturbations_from_GEO_down
Human fibroblast 27 years vs 62 years GSE15829 aging:351,42/213,0.3098366850778664,0.4986702965825658,0,0,1.10400132516796,1.2935693294003372,SEC23A;BTG1;NARF;TMEM167B;ICE2;MRPS34;TCF21;SPATC1L;ARHGAP5;RCHY1;IFIT3;NOP9;SCAMP4;MNT;NRAS;CCND3;CUX1;ZNF703;AMZ2;MYH11;ESRRA;PNISR;SIGLEC15;SLC6A17;VPS13C;DDX56;TRAF2;PTK2;DUSP7;RBX1;UBE2W;TAL1;TNIP2;TAOK1;MRTO4;CDK2AP2;FOSB;RAB3GAP2;TEK;LSM14B;SLC2A4RG;NFKBIB,Aging_Perturbations_from_GEO_down
