Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Mouse hippocampus 4 months vs 20 months GSE48911 aging:389,91/329,1.430700123914653e-05,0.00012786882357487212,0,0,1.7351202305246425,19.35485242057761,TMEM151A;YWHAE;NDUFA13;PTPRN;HDAC11;TECR;ROGDI;CLTA;EMC10;AP2A1;CHD3;ACTB;CMIP;NRGN;TUBA1B;MAP1LC3A;SLC22A17;BASP1;ARHGDIA;TRIM3;CEP170B;GPR137;BSN;CIC;SCN1B;GIT1;PSD;SMARCC2;HPCAL1;ALG2;PTOV1;RNF208;TMEM130;RAD23B;SYN1;EPN1;TUBB2A;MRAS;KIFC2;VGF;SNPH;MAP7D1;MMP17;ITPKA;FKBP8;FLYWCH1;RPL28;EIF1B;CTXN1;PTMA;ATP6V0C;SHANK3;STX1A;GLYR1;ATP6V1A;IGSF8;SPTBN4;TTYH3;BEX1;RAB5C;CNP;WBP2;PDXP;ATP1A2;BHLHE22;SEZ6L2;ACTR3B;PURB;KLC2;CAMK2N2;CAMTA2;FYN;PIP5K1C;APBB1;NCDN;SLC25A22;SPTBN2;NPDC1;RAP1GAP2;EGR1;CBX6;JUND;WFS1;L1CAM;SCAF1;SKI;ARHGAP33;EHD3;PFKL;CARM1;MEGF8,Aging_Perturbations_from_GEO_down
Rat hippocampus CA3 18 months vs 28 months GSE21681 aging:356,66/223,2.1558646779612204e-05,0.00018684160542330576,0,0,1.903883445010497,20.456720382520416,CYFIP1;NCKAP1;SCOC;ARHGDIG;GHITM;THUMPD1;ACTG1;PPP1CB;PPP3CB;YWHAQ;STMN1;SUMO2;ENPP2;ENPP4;HMGN3;HMGN1;DGCR2;MAP2K1;HSP90AA1;GPR37;RPS3A;ITFG1;CLDN11;EEF1A1;PTP4A1;COX7A2L;LMBRD1;TUBB2A;TMX3;RCN2;ATP6V1B2;SNRPC;SLC25A5;PFN2;CHMP5;LRRC58;RTN3;SEC23A;CTBP1;FOXG1;LPAR1;ATP1A2;SNX3;UBB;EMC2;PGK1;RAB28;EPS15;ATP6V1D;CCT4;CD164;NDFIP1;MDH1;HSPA5;CBX3;BAD;CNBP;BNIP3;ZWINT;TMCO1;RNF146;PSAT1;CYCS;SERINC1;CALM1;SERINC3,Aging_Perturbations_from_GEO_down
Mouse hippocampus 3 months vs 16 months GDS2654 aging:61,84/304,3.118561778800176e-05,0.0002623260790402501,0,0,1.731216633885923,17.962330870345223,APP;ARF1;PTPRS;ARL6IP1;ROGDI;ARHGAP39;GHITM;NUDCD3;TUBA1B;TMEM223;MAP1LC3A;SLC22A17;BASP1;TUBB3;SMPD1;PSMD3;CFL1;PTGDS;PRKACA;CTSD;SCN1B;GIT1;BOK;PSD;LYPLA2;GABARAPL1;ACOT7;ALG2;PTOV1;RANGAP1;YWHAZ;MLF2;NCOR2;EEF1A1;TUBB2A;PRKAR1A;DNAJC5;UQCRC1;FSCN1;ATP6V0D1;EIF1B;ATP6V0C;TSPYL4;PFN2;IGSF8;STX12;ARHGEF25;WBP2;MYL12A;HDAC6;MYL12B;TMEM165;PPP3R1;SYNGR1;KLC2;UBB;POLR2A;U2AF2;MAPK1;APBB1;NCDN;SPTBN2;NPDC1;MARCKSL1;NDFIP1;JUND;MYPOP;NFYB;WFS1;SGTA;ASNS;IGF1;AP2B1;ZWINT;CS;FKBP1A;PFKL;GNB2;OCIAD1;CTNNB1;CALM3;CALM1;EIF3C;RNF220,Aging_Perturbations_from_GEO_down
Rat hippocampus CA1 18 months vs 28 months GSE21681 aging:354,71/248,3.621214412331104e-05,0.000295904949121913,0,0,1.8169883779047329,18.58073396375421,NCKAP1;CLTC;THUMPD1;RPL8;PPP1CB;PPP3CB;CHCHD2;AKAP11;SUMO1;FTH1;STMN1;ENC1;SUMO2;FBXO3;HMGN3;SKP1;DGCR2;MAP2K1;ZFR;CACYBP;RPS3A;YWHAZ;CDC40;ITFG1;PJA2;EEF1A1;COX7A2L;LMBRD1;TMX3;HNRNPH1;TCP1;CLDN12;ATP6V1B2;SNRPC;SSX2IP;PFN2;CHMP5;LRRC58;STX12;RTN3;RAB1A;DDX5;HDAC2;FOXG1;USO1;BHLHE22;SNX3;CDC42;GNG10;UBB;FAM120A;CEPT1;ATP6V1D;CCT4;RAP1GAP2;AKIRIN1;NDFIP1;MDH1;HSPA5;CBX3;BAD;CNBP;BNIP3;RNF146;TM9SF2;CNIH1;PSAT1;SERINC1;KRAS;CALM1;SERINC3,Aging_Perturbations_from_GEO_down
Rat posteriorcricoarytenoid 6 months vs 30 months GDS1278 aging:74,84/306,4.027621381030007e-05,0.000319972143048495,0,0,1.715407455783966,17.359493728036917,ARF1;RPL31;CCDC124;HSPB1;PIK3CD;TXN2;PPP1CB;MAP1LC3B;LGALS1;KAT5;PSMD2;FTH1;CHMP1A;RPL36;TMED2;CAPN1;ACADS;SCN1B;PGM1;NUDC;MAP2K1;FBXW5;CACNA2D1;RPS5;PTOV1;TALDO1;NUTF2;MIF;TUFM;NDUFS7;DDIT3;ALDH1A1;JTB;PADI2;RPL29;RAF1;ATP6V0C;SLC25A11;CUTA;NAPA;CD63;NDUFB9;CTBP1;SLC41A3;COX5B;OAZ1;COX5A;PSMA7;PSMB4;UBB;PCBP4;GPC1;PGK1;FLNC;CYC1;RPL18;MARK3;MAP2K6;NDUFA9;SLC16A1;PDHA1;JUP;MDH1;NDUFA5;MDH2;LAMB2;MCRS1;TNK2;CNBP;GOT2;NEK7;IDH2;VEGFB;G0S2;USF2;PPP1CA;HIGD2A;PIN1;CYCS;CALM3;FAU;HSPA1B;CDK16;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse skeletal muscle precursor 12 months vs 24 months GDS4892 aging:9,65/224,4.840506029906877e-05,0.00037415803366307214,0,0,1.850705393899125,18.388435194049777,CLIC4;BTG1;JMJD1C;HSPB1;ACTB;ACTG1;MAP1LC3B;TUBA1B;RPL18A;TRIM28;ADAMTS1;DDX17;BRD2;HSP90AA1;FNDC3B;ACTN4;FOS;OSMR;SLC39A14;FBXO11;EEF1A1;COX7A2L;HNRNPH1;TOP1;ATP6V0C;SF1;LRRC58;DDX5;BEX1;OAT;SDC4;CEBPD;NDUFB11;USP54;INSIG2;OAZ1;RELA;RTN4;HELZ2;SLC9A3R1;UBC;PACSIN2;RIPK1;RPS2;RAB6A;PDLIM4;RPL19;MCL1;EGR1;CD164;NDFIP1;JUND;RPL23A;SULF1;KLF4;ESR1;HIPK3;RPS26;SP1;BHLHE40;FOSB;MAFK;RAB5A;HSPA1B;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse oculomotor nucleus 6 months vs 18 months GDS1280 aging:5,78/285,8.292751130724696e-05,0.0006176397056464879,0,0,1.7070146553651646,16.04174480242929,SLC25A1;GPI;CLTC;GHITM;COX6A1;SPPL3;MRPL41;CALB2;CHCHD2;TMEM223;TFG;RPL18A;YWHAQ;RPS18;SEC61G;HCFC1R1;RPL35;PTGDS;HMGN3;TMSB10;COX8A;CCT3;HSP90AA1;GPR37;AHSA1;RABGGTB;RANGAP1;SIRT2;WDR77;UHMK1;TUBB2B;LMBRD1;TUBB2A;RCN2;NDUFS8;VGF;CSNK2B;VAMP1;ACSBG1;ALDOA;PFN2;ARL8B;ATP6V1A;DCTN6;NDUFB9;FKBP2;BEX1;RPN2;ABCB6;CTBP1;NDUFB11;DCTN3;TIMM13;CEND1;PDXP;ATP1A2;COX5B;MRPL20;UBB;UBC;MBP;RPL18;SLC25A22;NPDC1;CD164;FDPS;HSPA5;IDH3G;NDUFA3;IRF2BP1;CHCHD10;AP2B1;ZWINT;FKBP1A;PSMC4;TTC3;CYCS;CALM1,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 40 years GSE62373 aging:152,86/321,8.422359622452107e-05,0.0006176397056464879,0,0,1.6586915820766963,15.56190320007311,CCDC167;NDUFA11;RPL31;ECI1;HSPB1;MT1X;MRPL34;TMEM141;CKS1B;HEBP2;MT2A;AKR7A2;KHSRP;NAPRT;CFL1;SUMO2;TMSB10;CHST7;RPS5;FN3KRP;NOSIP;MIF;PASK;LIME1;MFSD10;APRT;MRPL53;CDC34;TUBB2A;SCO2;CLPP;DDIT3;TMSB15B;NDUFS5;PPDPF;XRN2;CSNK2B;DNLZ;SNRNP25;PFN1;VPS28;INO80B;NDUFB7;NDUFB10;RPS19BP1;NDUFB11;RPL12;SDR39U1;TMEM160;PRKX;COX5B;MFF;FHIT;LAGE3;CENPB;PSMB10;MYL12B;C12ORF57;SNX3;TMEM204;RPL13;SUSD3;MBP;RABAC1;EXOSC3;CDR2;RPL19;HES4;COA4;PRELID1;EGR2;CBX6;PPP1R14B;NDUFA3;CRIPT;M6PR;TUBB4B;LSM4;PPP1CA;HIGD2A;RPS26;SPSB2;CD7;ID3;CALM3;HSPA1A,Aging_Perturbations_from_GEO_down
Mouse cochlea 15 weeks vs 45 weeks GSE35234 aging:164,70/250,8.78054731053471e-05,0.0006278091327032318,0,0,1.7607208383866657,16.44581354215343,TRRAP;SPPL2A;SLC2A3;TMEM263;DCAF6;CRKL;THBD;AKAP11;CDH1;KIF21A;ENPP4;GAS2L3;AP1B1;TAP2;TET1;YOD1;SCAMP1;MARF1;MMP14;ELF1;TBC1D20;LOX;DNAJC5;IRF2;RIN3;NHLRC2;CD47;AHDC1;ATP6V1A;COPB2;POM121;TBCEL;NOTCH1;RPN2;KMT2A;FGL2;ZDHHC21;FBXO41;ARNTL;C3;PURB;TNKS2;RAD21;NRIP1;ZC3H18;E2F2;ACSS1;PPARGC1B;PTPN1;TGFB2;ZFHX3;FAM78A;SETD1B;PLK1;STAT3;IGIP;LAPTM5;ARID3A;SGPP1;ZDHHC9;TAOK1;REEP3;MAFG;MFAP3;RLIM;UBE2O;TAB2;TEK;SERINC3;RCOR1,Aging_Perturbations_from_GEO_down
Rat femur 6 weeks vs 26 weeks GDS509 aging:256,106/413,9.06912005339619e-05,0.000632626423236905,0,0,1.5667780070893182,14.583648377990617,RPL5;TFRC;RPL31;ARPC5L;PLOD2;RPL8;METRNL;ACTB;TXN2;ACTG1;RPS15;CCND3;LGALS1;RPS19;RPL18A;RPS18;STMN1;RPL36;GRB10;RPL35;SEC62;TMSB10;B2M;PDIA3;RPS9;CACNA2D1;RPS5;PTOV1;TALDO1;CYBA;EEF1A1;COX7A2L;DDX39A;LOX;HMBS;RBCK1;RPL29;PFN1;RPL28;SNRPB;ATP6V1A;CBFB;CTBP1;CORO1A;MYL12B;GNG10;PGK1;HSPA5;FN1;NFKB1;RPS26;DAB2;P4HA1;HNRNPF;KIF4A;GNB2;ID3;CYCS;SERINC1;CALM1;RPS21;ITGB1;TOP2A;YWHAE;NRP1;ARF1;BTG1;MCM7;CLTC;HMGB2;PIK3CD;TUBA1B;TSPO;PMEPA1;TMED2;COX8A;SRGN;HSP90AA1;SMC1A;YWHAZ;RCN3;MMP14;MYH3;KIFC1;TKT;SLC25A5;PTMA;ARF6;CD63;RPL12;CRIP2;COX5A;CDC42;GPC1;LMNA;SPP1;EIF4H;FYN;RPS2;RPL18;RPL19;IDH3G;PNRC2;TTC3;VIM;EIF3D,Aging_Perturbations_from_GEO_down
Mouse hippocampus 4 months vs 20 months GSE48911 aging:383,90/341,0.00010461482481789392,0.0007123771404266109,0,0,1.6254038167622222,14.89719216413834,TMEM151A;YWHAE;NDUFA13;PTPRN;HDAC11;TECR;ROGDI;CLTA;EMC10;AP2A1;CHD3;ACTB;CMIP;NRGN;TUBA1B;MAP1LC3A;SLC22A17;BASP1;ARHGDIA;TRIM3;SUMO2;BSN;CIC;SCN1B;GIT1;PSD;SMARCC2;PTOV1;RNF208;TMEM130;RAD23B;SYN1;EPN1;CTDNEP1;TUBB2B;MRAS;KIFC2;VGF;SNPH;MAP7D1;MMP17;ITPKA;PITPNM2;TRNP1;FLYWCH1;RPL28;EIF1B;CTXN1;PTMA;ATP6V0C;SHANK3;ATP6V1A;IGSF8;SPTBN4;TTYH3;RAB5C;WBP2;SRC;MAZ;PDXP;BHLHE22;ACTR3B;PURB;RASD2;KLC2;POLR2A;PCBP4;CAMK2N2;CAMTA2;PIP5K1C;APBB1;NCDN;RAB6A;SLC25A22;RHBDL1;SPTBN2;NPDC1;CBX6;JUND;WFS1;L1CAM;SCAF1;SKI;ARHGAP33;EHD3;PFKL;ABHD17A;CARM1;CALM1;MEGF8,Aging_Perturbations_from_GEO_down
Mouse liver 4 months vs 10 months GSE3150 aging:327,73/265,0.00011032346223311843,0.0007337793069458576,0,0,1.7215875933706817,15.687267879181556,COL18A1;NDUFA13;ECI1;RPLP1;QPRT;ETFB;RPL8;COX6A1;ACTB;ACTG1;RPS15;TUBA1B;LGALS1;RPS19;RPL18A;RPS18;NAPRT;RPL36;RPL35;RPLP2;HGFAC;COX8A;SREBF1;GABARAPL1;RPS5;DCXR;APOA1;MIF;EEF1A1;NR5A2;NDUFS7;SCO2;ETHE1;FDX1;RPL37A;UQCRC1;RPL28;SQSTM1;NDUFB9;ECHS1;AHCY;NDUFB7;SDC4;NDUFB10;GSTP1;COX5B;HPX;PSMB4;RPL13;RPS2;DECR2;RPL18;NDUFV1;RPL19;GSTM1;NDUFA5;IDH2;ADRM1;CHCHD10;RPL23A;RPS26;ALDH4A1;GRHPR;RPS28;CCS;PROC;ID1;APOC1;FAU;RPS21;EIF3D;HSPA1B;GALK1,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:284,86/326,0.00014966248832279169,0.000972806174098146,0,0,1.623631805828882,14.299532939009977,SLC25A1;NRP1;AHCYL1;ALAS1;ECI1;TECR;MRPL38;GHITM;ETFB;MRPL34;COX6A1;GJA1;MRPL2;TMEM223;DBP;FTH1;TSPO;PRKACA;GLUL;BCKDHA;MECR;ACOT11;GPX8;TALDO1;MLF2;TUFM;EEF1A1;PTP4A1;CARHSP1;OXLD1;NDUFS8;NDUFS7;PPP1R3B;UQCRC1;PGP;GINM1;PPARG;ATF5;ALDOA;VPS28;MGLL;NDUFB9;CEBPB;ECHS1;PON1;SDR39U1;ATP1A2;PIK3R1;COX5B;COX5A;AGPAT2;CENPB;PRKAR2B;PGK1;CYC1;ACSS1;NDUFV1;PPARGC1B;VTI1B;NDUFA9;EGR1;HSD3B7;NDUFA7;PEX19;PDHA1;SORT1;MDH2;IDH3G;IDH2;G0S2;ASNS;TUBB4B;GADD45G;CS;ALDH4A1;BCKDK;CCS;PFKL;SLC25A39;ABHD17A;FASN;NDUFAB1;BHLHE40;APOC1;CYCS;ACO2,Aging_Perturbations_from_GEO_down
Mouse retina 3 months vs 16 months GDS2654 aging:66,64/228,0.0001590594779149676,0.0010109113485262,0,0,1.7656383101970166,15.44268290837882,PTPRN;RPLP1;ACTB;CCDC28B;ACTG1;CALB2;PSMD9;COMTD1;TUBA1B;GUK1;FASTK;SMPD1;ARL6IP5;RAC2;BDKRB1;HMGN1;GABARAPL1;PAM16;GPCPD1;GNL1;EEF1A1;CLIP1;SMDT1;RBCK1;SQSTM1;LLGL1;SF1;TSSC4;GSTP1;RELA;MYL12B;HSP90B1;GGA1;ZNHIT1;UBB;POLR2A;PCBP4;TMEM129;PGK1;HMOX1;RALY;KCNN4;RABAC1;RPL18;NDUFV1;PAK4;ESRRA;POLR2M;CDT1;RANBP1;RNF26;SGTA;RPL23A;P2RX7;TBL3;PROC;CDC16;CDK2AP2;COL9A3;UBAP2;UBA1;SKIV2L;REEP6;RNF220,Aging_Perturbations_from_GEO_down
Human dendriticcells(DCs) 20 years vs 77 years GSE58015 aging:187,82/310,0.00019134220451206188,0.001189649358488,0,0,1.6289752040871626,13.94638501475544,RPL5;ARF1;BTG1;RPLP1;HMGB2;GHITM;RPL8;ACTB;ACTG1;RPS15;SNRPD2;RPS19;PTTG1;BASP1;CFL1;RPL35;HMGN2;COX8A;SRGN;BRD2;ATP6V1G1;PRMT1;RPS5;FNDC3B;TAP1;YWHAZ;MZT2A;DDX39A;MTHFD2;CD8A;LCK;IRF1;CKS2;FSCN1;JTB;TXNIP;ERH;LCP1;RPL28;PTMA;DNASE1L3;ATF3;SNRPB;MCM2;CEBPB;HDAC1;RPL12;TXN;UQCR10;TYMS;CORO1A;PSMA7;PSMB10;MYL12B;SLC9A3R1;PSMB4;CCL5;UBC;RRS1;RPL13;RPS2;RABAC1;POLR2J;FDFT1;RPL19;BTF3;MARCKSL1;RRM2;STAT1;ISG15;RPL23A;TUBB4B;DHRS2;ZWINT;PSMB8;RYBP;UBE2S;GNB1;CTNNB1;GRB2;VIM;CD247,Aging_Perturbations_from_GEO_down
Rat hippocampus CA3 18 months vs 28 months GSE21681 aging:355,71/261,0.0002050518951929301,0.0012477625962803,0,0,1.6913081275416986,14.363007156247631,RPL5;SCOC;CCP110;GHITM;THUMPD1;PPP3CB;AKAP11;RPS19;SCP2;YWHAQ;SUMO1;STMN1;ENPP2;HMGN3;SKP1;HMGN1;DGCR2;RPS9;MAP2K1;GPR37;RPS3A;ITFG1;CLDN11;PTP4A1;LMBRD1;RCN2;TMX1;TCP1;CLDN12;ATP6V1B2;SNRPC;SLC25A5;CHMP5;LRRC58;STX12;RTN3;GGNBP2;OAT;CTBP1;FOXG1;USO1;LPAR1;BHLHE22;NALCN;PSMA7;SNX3;COMMD8;EMC2;CTNNA1;CEPT1;RPL18;EPS15;ATP6V1D;SEC11A;CCT4;RAP1GAP2;CD164;NDFIP1;MDH1;HSPA5;CBX3;BAD;CNBP;TMCO1;RNF146;TM9SF2;RNF103;PSAT1;KRAS;CALM1;SERINC3,Aging_Perturbations_from_GEO_down
Mouse retina 10 days vs 60 days GDS2936 aging:254,77/289,0.0002315072745242112,0.0013793975107067,0,0,1.6444155493708927,13.765236907829523,CDKN1C;ITGB1;ARF1;MIDN;PTPRS;ARL6IP1;ZC3H3;HMGB3;CHD4;PRDM1;COX6A1;SPPL3;ACTB;ACTG1;SEC61A1;TUBA1B;LAPTM4A;TMEM223;SNRPD2;TRIM28;YWHAQ;BASP1;TUBB3;SEC61G;STMN1;CFL1;KPNA3;TMSB10;GTF2I;SEC13;HSBP1;RPS5;PTOV1;CSNK1E;NAV2;PRKAB1;YWHAZ;SIRT2;MLF2;DDB1;EEF1A1;PTP4A1;RRAGA;TUBB2A;PITPNM1;DDAH2;PPDPF;FSCN1;ERH;TOP1;PTMA;XPR1;PFN2;MYL12A;HDAC6;MYL12B;UBB;PCBP4;U2AF2;UBC;RPL13;APBB1;RPS2;RPL18;PPP1R14B;MARCKSL1;JUND;WDR13;RPS26;RPS28;NEDD4;GNB2;ID3;CTNNB1;ACO2;CALM1;EIF3C,Aging_Perturbations_from_GEO_down
Human brain (front cortex) 82 years vs 100 years GSE53890 aging:231,94/371,0.0003542027201190707,0.0020673873051847,0,0,1.5375460418504017,12.216789104807424,CDKN1C;CYFIP1;POP5;GPI;CHIC2;NRSN2;ICE1;TRRAP;SPINT2;RPL8;ZDBF2;PANX1;TMEM47;SEC61A1;LGALS1;EDNRB;OTUD6B;SAP130;LAMP2;KDR;ENPP2;PMEPA1;TMSB10;ACVR1;KLF10;MORC3;ACOT7;GPR37;GPX1;EXOC8;DCXR;GOLPH3L;TALDO1;MRPS2;ZBTB34;MIF;C4ORF48;BPGM;CLDN11;TWSG1;BBS10;BBS12;TMX1;CKS2;DNLZ;TAX1BP3;RPL29;PFN1;ALDOA;RNF166;IRF9;ABCG2;CUTA;ZCCHC8;NLGN1;RAB1B;FGL2;LPAR1;ABHD8;ASB13;TMEM160;CORO1A;STIP1;ZNHIT1;KLC2;RACGAP1;PSMB3;CARNS1;ZNF304;FSD1;RABAC1;SNX6;HES4;CD164;SLC16A1;KLHL26;NR1H2;AMFR;TRAPPC5;NR2F2;LYSMD3;ANLN;UBE2W;LSM7;ZBTB6;FUBP3;UBE2S;LHX2;REEP3;ID1;BHLHE40;EIF3G;SNAI2;REEP6,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 61 years vs 81 years GSE62373 aging:185,89/349,0.000399124493487658,0.0022829921027494,0,0,1.5504014977706593,12.133809839558738,ATF1;SPON1;CLIC3;CCNH;GPR65;NCAPG2;TXNDC11;ARID4B;RORA;BMI1;IKZF3;PPP3CC;CASP8;ZNF83;MYC;KIF5B;EP300;KIF21A;PTGDS;TMED7;TTC37;MORC3;KLF12;PDE4D;HLA-C;RRAS2;VPS37B;PASK;CASD1;MED6;PJA2;CD2AP;PTP4A1;TBL1XR1;CD8A;SNPH;DGKQ;STRAP;NBL1;RNF166;SF1;STXBP3;TUFT1;CRIP2;ADRB2;NR2C2;MFF;HIF1A;RLF;DPP4;UGCG;NPAT;ERLEC1;MNT;CCL5;LMNA;NRIP1;MBP;LYAR;BCL9L;HES4;ATAD1;CREBBP;NDFIP1;GALNT4;CCZ1B;RIOK3;SLC10A3;ZBTB10;IFI44;RANBP9;ZBTB11;ELL2;SPATA2L;HNRNPL;GOLPH3;RYBP;XPOT;MFAP1;GOLGB1;CPD;ID3;TCEA1;TAB2;SERINC1;BCOR;SLC25A36;SSBP4;NFE2L2,Aging_Perturbations_from_GEO_down
Rat femur 8 weeks vs 28 weeks GDS509 aging:259,67/249,0.00042345007006132937,0.0023746415693635,0,0,1.6651378543157067,12.933250515125376,TOP2A;ITGB1;ARF1;BTG1;MCM7;CLTC;HMGB2;PIK3CD;PLOD2;METRNL;ACTB;STK10;TUBA1B;TBK1;RPS19;PTTG1;FTH1;STMN1;COL10A1;B2M;CTSD;BNIP3L;RPS9;GPX1;CYBA;RPS3A;SND1;COPZ1;APRT;EEF1A1;RCN3;DDX39A;IRF3;HMBS;ATP6V1B2;PFN1;RPL28;TP53;PTMA;ATP6V0C;SNRPB;CD63;RPN2;CTBP1;RPL12;CRIP2;FURIN;GATA1;MYL12B;CYTH2;RACGAP1;UBB;UCP2;SPP1;HMOX1;FYN;PLCG1;RPL18;CD74;PDHA1;TGFB1;PLK1;RPS26;HNRNPF;ID3;FAU;RPS21,Aging_Perturbations_from_GEO_down
Mouse tumor 143 days vs 551 days GSE66414 aging:146,75/286,0.0004615950891910616,0.0025387729905508,0,0,1.6084920196374302,12.3545416657357,CUEDC2;BTG1;KDM1A;ZFAND3;SPPL2B;HJURP;NOC2L;ACTB;RPS15;GJA1;TUBB6;TBK1;LGALS1;RPL18A;FTH1;COTL1;RPL35;RPLP2;PIM3;SEC63;IER3;BRD3;TPD52;LYPLA2;BNIP3L;EDF1;MIF;ATAD3A;YWHAZ;MLF2;SAP30;MRPL52;EEF1A1;BRMS1;NDUFS7;POLR1C;ERH;RPL29;ATF5;ALDOA;SLC25A5;RPL28;SMARCD2;HDAC2;SZRD1;OAT;RAB5C;UHRF1;ARL1;TMEM160;HSD17B10;HSP90B1;STIP1;ZMAT3;CCDC85B;EIF4H;CAMTA2;SPTSSA;POLR2J;RPL19;MCL1;POLR2L;CBX6;SMAD3;SIVA1;GOT2;IDH2;LAPTM5;VASN;GADD45G;GRHPR;GNB2;UBE2O;SERINC1;RPS21,Aging_Perturbations_from_GEO_down
Rat femur 26 weeks vs 52 weeks GDS509 aging:269,71/269,0.0005289714030081294,0.0028544494577419,0,0,1.6221693417942018,12.238580186007956,RPL31;PLOD2;COX6A1;USE1;MT2A;LGALS1;RPS19;BASP1;RPL36;GRB10;RPLP2;TSPO;PMEPA1;HRAS;SH3GL1;COX8A;PDIA3;RPS9;HSP90AA1;UNC5B;RPS5;RPS3A;MIF;FOS;COPZ1;APRT;RCN3;PTP4A2;COX7A2L;MMP14;LOX;CDC37;JTB;PFN1;AURKAIP1;SLC25A5;ATP6V0C;SNRPB;RPN2;CBFB;CTBP1;CRIP2;OAZ1;USP19;CDC42;GNG10;UBB;PLCG1;EGR1;FDPS;JUN;TGFB1;UBE2I;NDUFA6;MDH2;NEK7;UBE2A;KLF4;PTK2;PPP1CA;FABP5;P4HA1;PSAT1;HNRNPF;NEDD4;ID3;SKIV2L;SERINC1;FAU;VIM;CALM1,Aging_Perturbations_from_GEO_down
Mouse brain 25 weeks vs 100 weeks GSE41018 aging:400,80/311,0.0005760742841935977,0.003051060097766,0,0,1.567432473971907,11.691908205761113,SCOC;NDUFA13;AHCYL1;RPL31;RPLP1;ARHGDIG;EMC10;DCAF7;NRGN;GJA1;TUBA1B;TMEM147;HEY1;ENC1;ENPP2;HMGN2;HMGN3;TMSB10;COX8A;PDIA3;CSNK1G3;GABARAPL1;ACOT7;SVOP;HSBP1;SLC2A13;EDF1;SYNGR3;RANGAP1;TMEM130;YWHAZ;COPZ1;SYN1;TUFM;AFTPH;TUBB2B;TMEM256;NDUFS8;DDAH1;VGF;FSCN1;PGP;SLC25A5;STX1A;STX12;MTPN;HDAC2;PDXP;ATP1A2;PRKCZ;HSP90B1;UGCG;STIP1;PPP3R1;BTBD1;PUF60;GPC1;EMC2;UBC;TRA2A;EIF4H;MAPK1;CAMTA2;EMC6;RAB28;NPTX2;ATP6V1D;SPTBN2;NDUFA9;EGR1;XBP1;UBE2B;CHCHD10;TUBB4B;HIGD2A;HNRNPL;FKBP1A;GNB2;CTNNB1;UBA1,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:281,76/295,0.0007423169941251481,0.0038600483694507,0,0,1.570059385052991,11.313430591560753,NRP1;BTG1;ARL6IP1;ECI1;TECR;MRPS12;ETFB;MRPL34;HERPUD1;UBL3;SCP2;FTH1;RPLP2;TSPO;PRKACA;BCKDHA;AIP;ACTN4;HSPG2;MLF2;TUFM;CARHSP1;NDUFS8;NDUFS7;DNAJC5;PCCB;UQCRC1;FKBP8;ATP6V1B2;JTB;TXNIP;AURKAIP1;PHPT1;SLC25A5;MGLL;BCAT2;CEBPB;ECHS1;PON1;SDR39U1;ATP1A2;SPG7;AGPAT2;HSP90B1;C3;STIP1;PSMB4;UBB;BAG3;EIF4H;CYC1;PPARGC1B;NDUFA9;CD74;HSD3B7;PDHA1;VEGFB;G0S2;PDAP1;KLF2;HIGD2A;HNRNPL;CS;ALDH4A1;BCKDK;SLC25A39;ABHD17A;APOC1;ACO2;APBA3;CRAT;CLEC2D;CDK16;HSPA1A;RNF187;SLC25A35,Aging_Perturbations_from_GEO_down
Rat thoracicaorta 15 months vs 28 months GDS3077 aging:124,79/312,0.001018642315993,0.0052023518281074,0,0,1.5339325539611663,10.5676979231134,SLC25A1;ITGB1;RPL5;RASL11B;MRGPRF;HSPB1;COX6A1;PPP1CB;LIPE;AKR7A2;LGALS1;EEF2K;RPL36;CTSD;SH3GL1;COX8A;HSP90AA1;PRMT1;TALDO1;NUTF2;RPS3A;YWHAZ;TUFM;COX7A2L;MMP14;NDUFS8;NDUFS7;CASQ2;JTB;TXNIP;PFN1;ALDOA;TKT;RAF1;SLC25A5;MGLL;NDUFB9;CEBPB;NDUFB10;CTBP1;NDUFB11;ATP1A2;COX5B;COX5A;PSMA7;PRKAR2B;EIF4H;MYH11;HES1;CYC1;ATP9B;RPL19;NDUFA9;PEX19;SLC16A1;PDHA1;NDUFA6;MDH1;NDUFA5;IQSEC1;MDH2;LAMB2;IDH3G;NDUFA3;IDH2;G0S2;PTK2;HIGD2A;CS;FABP5;HNRNPF;FASN;NDUFAB1;CYCS;SERINC1;FAU;VIM;HSPA1B;HSPA1A,Aging_Perturbations_from_GEO_down
